rank,token_pos,token_str,token_id,attention_weight,pair_idx,script_label,pair_indicator,prompt_len_tokens
5,444,'()\n\n',2892,0.020708,17,benign,DownloadFile,497
6,489,'`\n',4077,0.018055,17,benign,DownloadFile,497
7,476,"'""\n'",702,0.015621,17,benign,DownloadFile,497
8,389,'()\n',746,0.015278,17,benign,DownloadFile,497
9,196,'\n',198,0.014123,17,benign,DownloadFile,497
10,481,'-P',9483,0.01392,17,benign,DownloadFile,497
11,422,'.Web',6609,0.013669,17,benign,DownloadFile,497
12,280,'.com',916,0.012782,17,benign,DownloadFile,497
13,365,'Request',1939,0.012663,17,benign,DownloadFile,497
14,438,'Filename',21422,0.0126,17,benign,DownloadFile,497
0,242,"'"")\n'",1158,0.048058,18,malicious,DownloadFile,252
1,39,' scripts',20070,0.046193,18,malicious,DownloadFile,252
2,220,"""',""",518,0.041518,18,malicious,DownloadFile,252
3,229,"'"");'",5146,0.041475,18,malicious,DownloadFile,252
4,196,'\n',198,0.03309,18,malicious,DownloadFile,252
5,244,'`\n',4077,0.025109,18,malicious,DownloadFile,252
6,202,'.Web',6609,0.023952,18,malicious,DownloadFile,252
7,203,'Client',3032,0.022066,18,malicious,DownloadFile,252
8,152,'-',12,0.019911,18,malicious,DownloadFile,252
9,158,' are',527,0.015512,18,malicious,DownloadFile,252
10,1,'<|start_header_id|>',128006,0.015238,18,malicious,DownloadFile,252
11,0,'<|begin_of_text|>',128000,0.015201,18,malicious,DownloadFile,252
12,250,'<|end_header_id|>',128007,0.013541,18,malicious,DownloadFile,252
13,55,"""'s""",596,0.013498,18,malicious,DownloadFile,252
14,92,' as',439,0.013277,18,malicious,DownloadFile,252
0,452,"' ""$'",5312,0.035407,18,benign,DownloadFile,497
1,213,'Get',1991,0.033755,18,benign,DownloadFile,497
2,450,' /',611,0.02561,18,benign,DownloadFile,497
3,485,'Management',23030,0.024849,18,benign,DownloadFile,497
4,39,' scripts',20070,0.021727,18,benign,DownloadFile,497
5,444,'()\n\n',2892,0.020708,18,benign,DownloadFile,497
6,489,'`\n',4077,0.018055,18,benign,DownloadFile,497
7,476,"'""\n'",702,0.015621,18,benign,DownloadFile,497
8,389,'()\n',746,0.015278,18,benign,DownloadFile,497
9,196,'\n',198,0.014123,18,benign,DownloadFile,497
10,481,'-P',9483,0.01392,18,benign,DownloadFile,497
11,422,'.Web',6609,0.013669,18,benign,DownloadFile,497
12,280,'.com',916,0.012782,18,benign,DownloadFile,497
13,365,'Request',1939,0.012663,18,benign,DownloadFile,497
14,438,'Filename',21422,0.0126,18,benign,DownloadFile,497
0,244,"'"")\n'",1158,0.048579,19,malicious,DownloadFile,254
1,39,' scripts',20070,0.046944,19,malicious,DownloadFile,254
2,230,"'"");'",5146,0.044463,19,malicious,DownloadFile,254
3,220,"""',""",518,0.038444,19,malicious,DownloadFile,254
4,196,'\n',198,0.031345,19,malicious,DownloadFile,254
5,246,'`\n',4077,0.025397,19,malicious,DownloadFile,254
6,152,'-',12,0.020933,19,malicious,DownloadFile,254
7,202,'.Web',6609,0.020559,19,malicious,DownloadFile,254
8,203,'Client',3032,0.019565,19,malicious,DownloadFile,254
9,0,'<|begin_of_text|>',128000,0.015453,19,malicious,DownloadFile,254
10,1,'<|start_header_id|>',128006,0.015401,19,malicious,DownloadFile,254
11,103,"""'s""",596,0.014911,19,malicious,DownloadFile,254
12,92,' as',439,0.014425,19,malicious,DownloadFile,254
13,158,' are',527,0.013805,19,malicious,DownloadFile,254
14,252,'<|end_header_id|>',128007,0.013691,19,malicious,DownloadFile,254
0,452,"' ""$'",5312,0.035407,19,benign,DownloadFile,497
1,213,'Get',1991,0.033755,19,benign,DownloadFile,497
2,450,' /',611,0.02561,19,benign,DownloadFile,497
3,485,'Management',23030,0.024849,19,benign,DownloadFile,497
4,39,' scripts',20070,0.021727,19,benign,DownloadFile,497
5,444,'()\n\n',2892,0.020708,19,benign,DownloadFile,497
6,489,'`\n',4077,0.018055,19,benign,DownloadFile,497
7,476,"'""\n'",702,0.015621,19,benign,DownloadFile,497
8,389,'()\n',746,0.015278,19,benign,DownloadFile,497
9,196,'\n',198,0.014123,19,benign,DownloadFile,497
10,481,'-P',9483,0.01392,19,benign,DownloadFile,497
11,422,'.Web',6609,0.013669,19,benign,DownloadFile,497
12,280,'.com',916,0.012782,19,benign,DownloadFile,497
13,365,'Request',1939,0.012663,19,benign,DownloadFile,497
14,438,'Filename',21422,0.0126,19,benign,DownloadFile,497
0,244,"'"")\n'",1158,0.048373,20,malicious,DownloadFile,254
1,39,' scripts',20070,0.046746,20,malicious,DownloadFile,254
2,230,"'"");'",5146,0.044275,20,malicious,DownloadFile,254
3,220,"""',""",518,0.038282,20,malicious,DownloadFile,254
4,196,'\n',198,0.031213,20,malicious,DownloadFile,254
5,246,'`\n',4077,0.02529,20,malicious,DownloadFile,254
6,152,'-',12,0.020844,20,malicious,DownloadFile,254
7,202,'.Web',6609,0.020472,20,malicious,DownloadFile,254
8,203,'Client',3032,0.019482,20,malicious,DownloadFile,254
9,0,'<|begin_of_text|>',128000,0.015387,20,malicious,DownloadFile,254
10,1,'<|start_header_id|>',128006,0.015336,20,malicious,DownloadFile,254
11,103,"""'s""",596,0.014847,20,malicious,DownloadFile,254
12,92,' as',439,0.014364,20,malicious,DownloadFile,254
13,158,' are',527,0.013747,20,malicious,DownloadFile,254
14,252,'<|end_header_id|>',128007,0.013633,20,malicious,DownloadFile,254
0,452,"' ""$'",5312,0.035407,20,benign,DownloadFile,497
1,213,'Get',1991,0.033755,20,benign,DownloadFile,497
2,450,' /',611,0.02561,20,benign,DownloadFile,497
3,485,'Management',23030,0.024849,20,benign,DownloadFile,497
4,39,' scripts',20070,0.021727,20,benign,DownloadFile,497
5,444,'()\n\n',2892,0.020708,20,benign,DownloadFile,497
6,489,'`\n',4077,0.018055,20,benign,DownloadFile,497
7,476,"'""\n'",702,0.015621,20,benign,DownloadFile,497
8,389,'()\n',746,0.015278,20,benign,DownloadFile,497
9,196,'\n',198,0.014123,20,benign,DownloadFile,497
10,481,'-P',9483,0.01392,20,benign,DownloadFile,497
11,422,'.Web',6609,0.013669,20,benign,DownloadFile,497
12,280,'.com',916,0.012782,20,benign,DownloadFile,497
13,365,'Request',1939,0.012663,20,benign,DownloadFile,497
14,438,'Filename',21422,0.0126,20,benign,DownloadFile,497
