filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
fa2y/malicious_samples/8dda9183d7180c5cdbf9d9c55eaab049d617d29c507570f7697b3755cb65e3c8.ps1,malicious,malicious,BLOCK,BLOCK,12.8203125,True,201,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/14046a8d79e802c440f1346b51b9f5f87e9ff926c8eb207f70ca2917f5b96710.ps1,malicious,malicious,BLOCK,BLOCK,8.765625,True,229,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/3118b6908fd7e139fa258a3105d36c5ff06ed33f3602577b25de383c80eb151d.ps1,malicious,malicious,BLOCK,BLOCK,12.421875,True,231,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/39d4117948a9751b718a153dcc5141be85361cd0cca19dbdb81d07a12d1f9c1c.ps1,malicious,malicious,BLOCK,BLOCK,12.21875,True,231,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/5d18a6e0b98f8d1575ea206673cac2a98afc055ed997d08c3c78b184954b9ad4.ps1,malicious,malicious,BLOCK,BLOCK,13.0859375,True,233,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/9027882008b222d1f45e46c585c78e752df7f757dbdf5cba22c80e535a77ae9b.ps1,malicious,malicious,BLOCK,BLOCK,11.9453125,True,235,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/c6e62b103099faee46421c49f87cf6c852d784ab1f872d739e276faba4255d4b.ps1,malicious,malicious,BLOCK,BLOCK,12.96875,True,235,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/53974967c18c4c4f0a6948c389aaa35f2d5c327d7ee7371bd27a4c4494c350dc.ps1,malicious,malicious,BLOCK,BLOCK,13.125,True,237,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/f150c926cfe5a29f0275f5e2736da8ce9eb5dacd9675fc7966611d6befe64ee7-obf-out-obfuscatedast.ps1,malicious,malicious,BLOCK,BLOCK,13.1171875,True,239,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/f150c926cfe5a29f0275f5e2736da8ce9eb5dacd9675fc7966611d6befe64ee7.ps1,malicious,malicious,BLOCK,BLOCK,13.046875,True,239,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/75fac86d6599706fed56e03491268d34ac6fb75ef698c75019267399e1f18120.ps1,malicious,malicious,BLOCK,BLOCK,6.9609375,True,267,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/0e3dc014bf88ec47548e8f7cf58fabc56774bdc627c58ad84de824925f15503a.ps1,malicious,malicious,BLOCK,BLOCK,6.4609375,True,453,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/bazaar_out/87df321193e439a9785109c5c06952389f3bbc50f85a94bd0c3d49982d572a80.ps1,malicious,malicious,BLOCK,BLOCK,11.40625,True,470,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/bazaar_out/d5e824f62021bf489f83526080c047c74eca1dc38eae5a8e8802d8ceceb174a6.ps1,malicious,malicious,BLOCK,BLOCK,11.03125,True,606,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/bazaar_out/878d4ed48d0358a9fd65e91cae99b5be1f6b536dc140eb42439fe9e3ebb1d828.ps1,malicious,malicious,BLOCK,BLOCK,10.828125,True,610,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/b1433e975626edfe29c5938e834afe4c6c2140bf5a89cdb5f99e6f5179ed22c1.ps1,malicious,malicious,BLOCK,BLOCK,3.7265625,True,816,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/74f332a1a8dc9086d1286c22a4d571163d5375b3876c6d95d6877d2221cb3c9d.ps1,malicious,malicious,BLOCK,BLOCK,2.5625,True,1085,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/f5970eabcdd2c6d2412e69a5a5bb83a78973fb08434719a3aba900028c376e98.ps1,malicious,malicious,BLOCK,BLOCK,11.0390625,True,2197,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/ea37f37f24769bff5b02516545b4915cf8602d6d2271b07c4bd9a1d0bbff482e.ps1,malicious,malicious,BLOCK,BLOCK,5.3984375,True,2234,False
2670.ps1,benign,benign,ALLOW,ALLOW,-0.234375,True,975,False
fa2y/malicious_samples/1a2d540d0b1df9c28285fa09638cef94ff58a65646f7cc60f9e6d307e0b3faf0.ps1,malicious,malicious,BLOCK,BLOCK,6.5078125,True,3343,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
450.ps1,malicious,malicious,BLOCK,BLOCK,5.8359375,True,75,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
3062.ps1,malicious,malicious,BLOCK,BLOCK,9.78125,True,78,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
338.ps1,malicious,malicious,BLOCK,BLOCK,10.921875,True,78,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/cc76beb5bcf6880dee2d739a37e218871500d5d610c7989e7371b2594c2d594e.ps1,malicious,malicious,BLOCK,BLOCK,8.734375,True,80,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
3100.ps1,malicious,malicious,BLOCK,BLOCK,6.03125,True,81,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
3438.ps1,malicious,malicious,BLOCK,BLOCK,10.40625,True,81,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/67508635020243fc67eb003f214fc569733988db121516a1571f3c8de2589864.ps1,malicious,malicious,BLOCK,BLOCK,9.671875,True,90,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/f1f2958356c98c4d296a747490c067cc11cd53b2812e5d69846069aef6d9adb6.ps1,malicious,malicious,BLOCK,BLOCK,4.96875,True,90,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
2190.ps1,malicious,malicious,BLOCK,BLOCK,4.359375,True,94,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/fdba92ecb596bc4e8b5cde86b7a791bd7534f2a3f6f6b4c1bb65a51749419bc4.ps1,malicious,malicious,BLOCK,BLOCK,12.8515625,True,116,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/5818b55f0789ac764eb6197cf33ee9e28e52c131f6a6eef3dc766e536d97a8a0.ps1,malicious,malicious,BLOCK,BLOCK,13.2890625,True,120,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/daef062c241fb8b9f19ec13f89d012758c4ab9e08c717265997848244afc5497.ps1,malicious,malicious,BLOCK,BLOCK,13.0703125,True,124,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/bazaar_out/d0c4413e9a01da6e95b55d7f61e9e55722877e36e5ef2851f3cd7197a075068b.ps1,malicious,malicious,BLOCK,BLOCK,9.3828125,True,147,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/bd5438684ce7a0ede35925832102491afe85d9014ae11e8462a8883c9b9c0d76.ps1,malicious,malicious,BLOCK,BLOCK,10.609375,True,147,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
3084.ps1,malicious,malicious,BLOCK,BLOCK,9.21875,True,150,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/dee24561f292fc7a06ab4d0ed625acd962f297e18b34fca71b734ade5d4eb9f8.ps1,malicious,malicious,BLOCK,BLOCK,12.7890625,True,156,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/bazaar_out/89040ebc43db2d0c79ee6bf4f76ff84675c5c7a812eff45e87606dcf55050494.ps1,malicious,malicious,BLOCK,BLOCK,9.28125,True,161,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/66e616a6db7c652380d71a3ef3a5a920617e12282f3b096fdd9a4b6931332871.ps1,malicious,malicious,BLOCK,BLOCK,3.4296875,True,172,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/cfdd6cb1f474ff9e5a32b8458c85d4e00426ddb444a25268af568fd206e54935.ps1,malicious,malicious,BLOCK,BLOCK,8.078125,True,192,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/2286d8a6c28a241bf64d1b2aa13f56b13eca9307fadf867cd46f796036232918.ps1,malicious,malicious,BLOCK,BLOCK,6.484375,True,193,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/c96ff921fe8f2a717f5a3b68338f7a9e55f49b80ddbb8f311fd8a8a14bacb3f0.ps1,malicious,malicious,BLOCK,BLOCK,11.515625,True,206,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/956ae0450270a713afa748b49bc6d91f1dc7069ee44788063946a4e38e01c541.ps1,malicious,malicious,BLOCK,BLOCK,13.0078125,True,242,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/5527ce6c4dfccf8a9ec5a911c2c90cec87747fb64efb3a636f6a5c82e01adbda.ps1,malicious,malicious,BLOCK,BLOCK,12.5390625,True,257,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/bazaar_out/35dc90d78ee0b06d9ae6e037ca5174192779fd703fdd841ac60217a66a5136bc.ps1,malicious,malicious,BLOCK,BLOCK,11.78125,True,268,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,3.3203125,True,282,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/83ce46194d8b16b4a90eba47a988732716360c109a61bb086982e70eb02134c3.ps1,malicious,malicious,BLOCK,BLOCK,9.71875,True,289,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
722.ps1,malicious,malicious,BLOCK,BLOCK,4.03125,True,304,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/b89a5e4b0854dd757e97d0d58f7b67a21a11cecae91a3212bcdaf206f708cc30.ps1,malicious,malicious,BLOCK,BLOCK,3.984375,True,305,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/6c464e2cecabc7483c3beda5f25e3351e6e7713545f97adb85638c684c7c42d8.ps1,malicious,malicious,BLOCK,BLOCK,9.90625,True,335,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/e5fffd59d2d33b4678a5096bfe5f93863cf5728ed0c218c1b0283ab79d5e8d11.ps1,malicious,malicious,BLOCK,BLOCK,8.7421875,True,400,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/77aaa2de1e56263c8e423359d3077819bd17a663df40bb1a59164c013edd2675.ps1,malicious,malicious,BLOCK,BLOCK,9.2890625,True,419,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/b73cb72f2f492c4517672eb72de9fee0d10cac6e888827dcd2059d3599b65c07.ps1,malicious,malicious,BLOCK,BLOCK,9.5546875,True,420,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/20f755e82b8444b24e636e955497f4e5906da7cef20362c01ed2c69bf597018c.ps1,malicious,malicious,BLOCK,BLOCK,6.921875,True,424,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/049883df901d9bee787005a86aacb816cd8b669cb900d735ca284779bdcdd983.ps1,malicious,malicious,BLOCK,BLOCK,8.9375,True,443,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/f1512121377959327661adeee0f09c7bd82706e83a0b02871b4ab5787fb60160-obf-out-obfuscatedast.ps1,malicious,malicious,BLOCK,BLOCK,6.5859375,True,538,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,8.4609375,True,857,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/9956708a2d137761c4db532e756f3b0334e494e3d0ee9bac694408330e90eef1-obf-out-obfuscatedtokencommand.ps1,malicious,malicious,BLOCK,BLOCK,6.046875,True,1257,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/6fdb0e55700963ba4bd389e29b30c566bda1bc3534053636ab48e76838337c42.ps1,malicious,malicious,BLOCK,BLOCK,10.65625,True,1479,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/f955f82c4df93b8891632b5aaddb7aea5d91fc55b134a38dc32238b0fab4efad.ps1,malicious,malicious,BLOCK,BLOCK,4.625,True,1893,False
1098.ps1,benign,benign,ALLOW,ALLOW,-1.078125,True,4480,False
fa2y/malicious_samples/9621c8923e0f953c6f01c646d05e235fe7e227edb61b643528ccf26dd40562d0.ps1,malicious,malicious,BLOCK,BLOCK,2.921875,True,1921,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/74db94b80c2c87da49d7825b4e9fdec35c61d5b3b996d6121dfc220fd9ce2c6a.ps1,malicious,malicious,BLOCK,BLOCK,3.453125,True,2025,False
1113.ps1,benign,benign,ALLOW,ALLOW,-1.6953125,True,2146,False
fa2y/malicious_samples/705983b1ae0cd9f6b1caac7de75d8a51da7272dada5a01406a59214b358e1de3.ps1,malicious,malicious,BLOCK,BLOCK,2.4765625,True,3014,False
1107.ps1,benign,benign,ALLOW,ALLOW,-0.921875,True,4537,False
fa2y/malicious_samples/5f3981bc5fcf7f73e0048bba60a5b33a30f21a2d4ada131ef48f4273bbf2ee8c.ps1,malicious,malicious,BLOCK,BLOCK,2.09375,True,6878,False
1238.ps1,benign,benign,ALLOW,ALLOW,-0.328125,True,288,False
fa2y/malicious_samples/231032778ec6e8baa7807ce3aeae9924bd62a36516d2655219d9334e0339c874.ps1,malicious,malicious,BLOCK,BLOCK,7.0625,True,142,False
1670.ps1,benign,benign,ALLOW,ALLOW,-1.921875,True,498,False
fa2y/malicious_samples/6720e41d88ed2f892215d88b38aa9a971695bc7a97dfcc2ed9a46762cb7b7fb1-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,4.0234375,True,389,False
1444.ps1,benign,benign,ALLOW,ALLOW,-2.796875,True,740,False
fa2y/malicious_samples/da55a541a85869e526346ae2bff1bc8f2658e49cbf7c0a13a038e34cc9b61c80-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,4.296875,True,463,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.171875,False,1062,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,2.296875,True,499,False
4207.ps1,benign,malicious,ALLOW,BLOCK,0.046875,False,1883,False
fa2y/malicious_samples/8dda9183d7180c5cdbf9d9c55eaab049d617d29c507570f7697b3755cb65e3c8-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,4.28125,True,526,False
4230.ps1,benign,benign,ALLOW,ALLOW,-0.859375,True,7696,False
fa2y/malicious_samples/267664dc02eed4515fef26ea374e818fb95839e156c42996d619a3855ec8b1b2.ps1,malicious,malicious,BLOCK,BLOCK,7.3359375,True,841,False
1409.ps1,benign,benign,ALLOW,ALLOW,-1.0234375,True,8115,False
fa2y/malicious_samples/ab5bf66fd34dc6b81e63b467464414b59e44a122c5b91e82c3a4e37b9aabb162-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,3.6171875,True,848,False
104.ps1,benign,benign,ALLOW,ALLOW,-0.765625,True,9397,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,3.640625,True,1084,False
1900.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,11113,False
fa2y/bazaar_out/30df07523893ca219ac095913a018d1ad9e67bd00cac71eb803576dec81ecdbe.ps1,malicious,malicious,BLOCK,BLOCK,0.9921875,True,1311,False
1238.ps1,benign,benign,ALLOW,ALLOW,-0.328125,True,288,False
fa2y/bazaar_out/49a3a414ff31030593bd744da620e60bac8cef1b8e04ad988bc7badd95e76595.ps1,malicious,malicious,BLOCK,BLOCK,7.8125,True,1513,False
1670.ps1,benign,benign,ALLOW,ALLOW,-1.921875,True,498,False
fa2y/malicious_samples/c304d09d544389d3cf8189c31626aa7f8cd0309af4633bf50f7f257410d68d0e.ps1,malicious,malicious,BLOCK,BLOCK,4.7109375,True,1526,False
1444.ps1,benign,benign,ALLOW,ALLOW,-2.796875,True,740,False
fa2y/malicious_samples/18e8ab49b90eed2ac39d90318f74a03a17bc68e0f872df251722838c27e70040-obf-out-compressedcommand.ps1,malicious,malicious,BLOCK,BLOCK,3.40625,True,1567,False
4207.ps1,benign,malicious,ALLOW,BLOCK,0.046875,False,1883,False
git_53.ps1,malicious,malicious,BLOCK,BLOCK,5.0078125,True,1966,False
4230.ps1,benign,benign,ALLOW,ALLOW,-0.859375,True,7696,False
fa2y/malicious_samples/689ef586030f08e6211a2d41774c754ea79cf70c02c33e41c85902675811e45e.ps1,malicious,malicious,BLOCK,BLOCK,2.734375,True,2037,False
1409.ps1,benign,benign,ALLOW,ALLOW,-1.0234375,True,8115,False
fa2y/malicious_samples/0f85c95c4523ebdc36170b40983b8b87d13b7d9cc0d6fc07833f0d7eac753509.ps1,malicious,malicious,BLOCK,BLOCK,3.4609375,True,2084,False
104.ps1,benign,benign,ALLOW,ALLOW,-0.765625,True,9397,False
fa2y/malicious_samples/fbc38f612dfe98d432c4c89baf3af966f94d5f655e961032b0d7dc1dbc4ee986.ps1,malicious,malicious,BLOCK,BLOCK,3.3515625,True,2196,False
1900.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,11113,False
fa2y/malicious_samples/5174ad7e592b238bc346dda34260b2d173ba101613da5487f2c3d75af23af5ec.ps1,malicious,malicious,BLOCK,BLOCK,2.34375,True,2214,False
1238.ps1,benign,benign,ALLOW,ALLOW,-0.328125,True,288,False
fa2y/malicious_samples/3c7475adb1490d29ac16a1a723f3a7c8cbd24fd78fe2a2fbdc1fb07f9fbf65d0.ps1,malicious,malicious,BLOCK,BLOCK,6.1640625,True,2274,False
1670.ps1,benign,benign,ALLOW,ALLOW,-1.921875,True,498,False
fa2y/malicious_samples/53219d031421df8283f90845ce406ea2a4300cbc0af07136ac3ab6e9bd07b085.ps1,malicious,malicious,BLOCK,BLOCK,1.4453125,True,2314,False
1444.ps1,benign,benign,ALLOW,ALLOW,-2.796875,True,740,False
fa2y/malicious_samples/170d4801dbfd7d0933467b7a309240d943b57a106e8e7bbf8283d7fa379089a1.ps1,malicious,malicious,BLOCK,BLOCK,3.2890625,True,2346,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.171875,False,1062,False
fa2y/malicious_samples/93b9220639021cb8755213b2369503667fecca7b1e311d5a97483b4f017c60f4.ps1,malicious,malicious,BLOCK,BLOCK,0.953125,True,2373,False
4207.ps1,benign,malicious,ALLOW,BLOCK,0.046875,False,1883,False
fa2y/malicious_samples/52164309bdf96b5089a7087b59a107d724f8fcc59c3280b7d5223a8d4092d3d9.ps1,malicious,malicious,BLOCK,BLOCK,1.65625,True,2532,False
1409.ps1,benign,benign,ALLOW,ALLOW,-1.0234375,True,8115,False
fa2y/malicious_samples/b0260d51963f7503f819711925e02e1ce26b6495a852d69401ee05a6b43cbe9a.ps1,malicious,malicious,BLOCK,BLOCK,3.28125,True,2616,False
104.ps1,benign,benign,ALLOW,ALLOW,-0.765625,True,9397,False
fa2y/malicious_samples/891359bc9a0a11c4210a8cb37a3db2ce11ce31c67e80ee4c52489ea62cc8df77.ps1,malicious,malicious,BLOCK,BLOCK,0.625,True,2803,False
1900.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,11113,False
fa2y/malicious_samples/3430a2524562462081821d4a8a2740959f646a77c6ccc3dcc803b03b645cb2ea.ps1,malicious,malicious,BLOCK,BLOCK,1.546875,True,3620,False
1238.ps1,benign,benign,ALLOW,ALLOW,-0.328125,True,288,False
fa2y/malicious_samples/95fc5c0111c074add13893cc4b7b7ad2e5212a2abdbb6d96a305931a8fe5aa12.ps1,malicious,malicious,BLOCK,BLOCK,2.3671875,True,4176,False
1444.ps1,benign,benign,ALLOW,ALLOW,-2.796875,True,740,False
fa2y/malicious_samples/045fbe1653f85ae22751b118a9d991fdd815b9dd4991d9e519bfc219da7a7cb6.ps1,malicious,malicious,BLOCK,BLOCK,1.578125,True,5392,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.171875,False,1062,False
fa2y/malicious_samples/f9a2b7fad1b59c274188ba5f3a9a15a771540cd4835caec67a5b89f76adb590f.ps1,malicious,malicious,BLOCK,BLOCK,1.546875,True,5432,False
4230.ps1,benign,benign,ALLOW,ALLOW,-0.859375,True,7696,False
fa2y/malicious_samples/595a91a3c66bac6ec002004d8e5a786402c25a97c4e16fce195b8b802fe3d19b.ps1,malicious,malicious,BLOCK,BLOCK,2.6484375,True,6541,False
1409.ps1,benign,benign,ALLOW,ALLOW,-1.0234375,True,8115,False
fa2y/malicious_samples/06e92e80d62a58b7e4bd45de90c791cd638261feb3467f2b66844126fd92839d.ps1,malicious,malicious,BLOCK,BLOCK,7.0625,True,6579,False
104.ps1,benign,benign,ALLOW,ALLOW,-0.765625,True,9397,False
fa2y/malicious_samples/8b5014a82242be12f57feb30b6bb68e9670eb2619d789b6332a7a8ee8e5b7dbe.ps1,malicious,malicious,BLOCK,BLOCK,2.5078125,True,7090,False
1900.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,11113,False
fa2y/bazaar_out/58c562a4ce0bec25f7495b7b97e3faf527ac2a150bed7da54bbe3b7dfa5a68ec.ps1,malicious,malicious,BLOCK,BLOCK,6.8984375,True,7392,False
1238.ps1,benign,benign,ALLOW,ALLOW,-0.328125,True,288,False
fa2y/malicious_samples/5b30714e29810d3d798c2f537b390013ddf2119027d4e15cba1ad503380bdba1.ps1,malicious,malicious,BLOCK,BLOCK,4.3359375,True,7646,False
1670.ps1,benign,benign,ALLOW,ALLOW,-1.921875,True,498,False
fa2y/malicious_samples/b946ddcdde8348a74a47ffca60160ff81f34614e7616082c21ea372139effff1.ps1,malicious,malicious,BLOCK,BLOCK,3.3125,True,8519,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.171875,False,1062,False
fa2y/malicious_samples/cb38f72c7961c9342563f8a49cd042c2320b05c3233a70cce1223e03ac944dc6.ps1,malicious,malicious,BLOCK,BLOCK,3.125,True,11158,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/f55369c6d50c5a57c0a54c0d1a1560c0601e17f08d64f94a0fea9eed9768beae.ps1,malicious,malicious,BLOCK,BLOCK,8.71875,True,27,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/93a790e0a65d0a47a7988e81f069c4c7044802c50848735dcaf0f6b0ef921dcd.ps1,malicious,malicious,BLOCK,BLOCK,10.203125,True,35,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
784.ps1,malicious,malicious,BLOCK,BLOCK,5.46875,True,73,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,6.3828125,True,82,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/26493876411716e344173fdfd39aa4e85e740361f53b92ef17eba897890c50e4.ps1,malicious,malicious,BLOCK,BLOCK,6.6484375,True,82,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
fa2y/malicious_samples/96d6a9c601102cb92802dfc3f8774cdc26fd778e1968de2eca6d0a4d2a873b4e.ps1,malicious,malicious,BLOCK,BLOCK,6.1875,True,82,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/417a0be8ef6073897f81fa6912d3a203a9aea432e16af30fe32376671cfa0d44.ps1,malicious,malicious,BLOCK,BLOCK,11.8515625,True,167,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/94601fc7759612cc1ce13844d6c26cd3ac2e547a1c96e87ae4e2b87a1c2c57e1.ps1,malicious,malicious,BLOCK,BLOCK,11.875,True,212,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
fa2y/malicious_samples/c6fa4b3ca516e95393f00f9a52fee1723aa5b8dbf2241abf933bb2a04f4c93b2-obf-out-obfuscatedtokencommand.ps1,malicious,malicious,BLOCK,BLOCK,9.0625,True,348,False
4215.ps1,benign,malicious,ALLOW,BLOCK,1.2421875,False,12000,True
fa2y/malicious_samples/57444d33e423ceed45e79f12208fa085e3cb041e3deb904f1c5404f4774cf20e.ps1,malicious,malicious,BLOCK,BLOCK,4.6953125,True,350,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/bazaar_out/60432d413022568476a12ceb8f9c03b5db0feecb794241a2eccf3b2f7cc4ea72.ps1,malicious,malicious,BLOCK,BLOCK,10.6875,True,504,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/927dbf8e34afe2ca1e73bb4bf1f2072149c0426654a225620711f3a22b1427e6.ps1,malicious,malicious,BLOCK,BLOCK,11.640625,True,542,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
fa2y/malicious_samples/c2b36b85912beb182bdb10571c4b2ec6547bf14c5b074a56e779643882d0ca75.ps1,malicious,malicious,BLOCK,BLOCK,8.15625,True,737,False
4215.ps1,benign,malicious,ALLOW,BLOCK,1.2421875,False,12000,True
fa2y/malicious_samples/e6268aa465a623be3d90f4bebd5719954a9bfb7bdbb2fdb06607221bb548521c.ps1,malicious,malicious,BLOCK,BLOCK,7.9140625,True,820,False
1637.ps1,benign,benign,ALLOW,ALLOW,-1.09375,True,886,False
fa2y/malicious_samples/2d336ee677f040b0c8138cf4a69b78d4e3ae1f99dbd83327f013df6a1d28fe8a.ps1,malicious,malicious,BLOCK,BLOCK,9.2265625,True,824,False
1634.ps1,benign,benign,ALLOW,ALLOW,-0.734375,True,1434,False
fa2y/malicious_samples/5921fbf975020277efb4018858252ba81765a3bbeedf1b67061691faf6f4f6da.ps1,malicious,malicious,BLOCK,BLOCK,8.3203125,True,824,False
523.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,4359,False
