rank,token_pos,token_str,token_id,attention_weight,pair_idx,script_label,pair_indicator,prompt_len_tokens
7,362,"'""\n'",702,0.017568,17,benign,DownloadFile,383
8,275,'()\n',746,0.017196,17,benign,DownloadFile,383
9,82,'\n',198,0.015883,17,benign,DownloadFile,383
10,367,'-P',9483,0.015665,17,benign,DownloadFile,383
11,308,'.Web',6609,0.015376,17,benign,DownloadFile,383
12,166,'.com',916,0.014363,17,benign,DownloadFile,383
13,251,'Request',1939,0.014245,17,benign,DownloadFile,383
14,324,'Filename',21422,0.014169,17,benign,DownloadFile,383
0,40,' as',439,0.074279,18,malicious,DownloadFile,138
1,128,"'"")\n'",1158,0.067683,18,malicious,DownloadFile,138
2,106,"""',""",518,0.058537,18,malicious,DownloadFile,138
3,115,"'"");'",5146,0.058408,18,malicious,DownloadFile,138
4,82,'\n',198,0.046643,18,malicious,DownloadFile,138
5,130,'`\n',4077,0.035421,18,malicious,DownloadFile,138
6,88,'.Web',6609,0.033763,18,malicious,DownloadFile,138
7,89,'Client',3032,0.031106,18,malicious,DownloadFile,138
8,1,'<|start_header_id|>',128006,0.029383,18,malicious,DownloadFile,138
9,0,'<|begin_of_text|>',128000,0.029274,18,malicious,DownloadFile,138
10,136,'<|end_header_id|>',128007,0.019086,18,malicious,DownloadFile,138
11,92,'File',1738,0.018512,18,malicious,DownloadFile,138
12,80,'powers',78404,0.015828,18,malicious,DownloadFile,138
13,86,' System',744,0.015697,18,malicious,DownloadFile,138
14,45,' /',611,0.015586,18,malicious,DownloadFile,138
0,338,"' ""$'",5312,0.039873,18,benign,DownloadFile,383
1,99,'Get',1991,0.037976,18,benign,DownloadFile,383
2,336,' /',611,0.028823,18,benign,DownloadFile,383
3,371,'Management',23030,0.027981,18,benign,DownloadFile,383
4,40,' as',439,0.0262,18,benign,DownloadFile,383
5,330,'()\n\n',2892,0.023306,18,benign,DownloadFile,383
6,375,'`\n',4077,0.020336,18,benign,DownloadFile,383
7,362,"'""\n'",702,0.017568,18,benign,DownloadFile,383
8,275,'()\n',746,0.017196,18,benign,DownloadFile,383
9,82,'\n',198,0.015883,18,benign,DownloadFile,383
10,367,'-P',9483,0.015665,18,benign,DownloadFile,383
11,308,'.Web',6609,0.015376,18,benign,DownloadFile,383
12,166,'.com',916,0.014363,18,benign,DownloadFile,383
13,251,'Request',1939,0.014245,18,benign,DownloadFile,383
14,324,'Filename',21422,0.014169,18,benign,DownloadFile,383
0,40,' as',439,0.079816,19,malicious,DownloadFile,140
1,130,"'"")\n'",1158,0.068603,19,malicious,DownloadFile,140
2,116,"'"");'",5146,0.062754,19,malicious,DownloadFile,140
3,106,"""',""",518,0.054315,19,malicious,DownloadFile,140
4,82,'\n',198,0.044283,19,malicious,DownloadFile,140
5,132,'`\n',4077,0.035884,19,malicious,DownloadFile,140
6,1,'<|start_header_id|>',128006,0.029484,19,malicious,DownloadFile,140
7,0,'<|begin_of_text|>',128000,0.02928,19,malicious,DownloadFile,140
8,88,'.Web',6609,0.029044,19,malicious,DownloadFile,140
9,89,'Client',3032,0.027643,19,malicious,DownloadFile,140
10,138,'<|end_header_id|>',128007,0.019338,19,malicious,DownloadFile,140
11,99,'/b',3554,0.01891,19,malicious,DownloadFile,140
12,92,'File',1738,0.01805,19,malicious,DownloadFile,140
13,84,'-',12,0.017365,19,malicious,DownloadFile,140
14,86,' System',744,0.016663,19,malicious,DownloadFile,140
0,338,"' ""$'",5312,0.039873,19,benign,DownloadFile,383
1,99,'Get',1991,0.037976,19,benign,DownloadFile,383
2,336,' /',611,0.028823,19,benign,DownloadFile,383
3,371,'Management',23030,0.027981,19,benign,DownloadFile,383
4,40,' as',439,0.0262,19,benign,DownloadFile,383
5,330,'()\n\n',2892,0.023306,19,benign,DownloadFile,383
6,375,'`\n',4077,0.020336,19,benign,DownloadFile,383
7,362,"'""\n'",702,0.017568,19,benign,DownloadFile,383
8,275,'()\n',746,0.017196,19,benign,DownloadFile,383
9,82,'\n',198,0.015883,19,benign,DownloadFile,383
10,367,'-P',9483,0.015665,19,benign,DownloadFile,383
11,308,'.Web',6609,0.015376,19,benign,DownloadFile,383
12,166,'.com',916,0.014363,19,benign,DownloadFile,383
13,251,'Request',1939,0.014245,19,benign,DownloadFile,383
14,324,'Filename',21422,0.014169,19,benign,DownloadFile,383
0,40,' as',439,0.07934,20,malicious,DownloadFile,140
1,130,"'"")\n'",1158,0.068194,20,malicious,DownloadFile,140
2,116,"'"");'",5146,0.06238,20,malicious,DownloadFile,140
3,106,"""',""",518,0.053991,20,malicious,DownloadFile,140
4,82,'\n',198,0.044019,20,malicious,DownloadFile,140
5,132,'`\n',4077,0.03567,20,malicious,DownloadFile,140
6,1,'<|start_header_id|>',128006,0.029308,20,malicious,DownloadFile,140
7,0,'<|begin_of_text|>',128000,0.029105,20,malicious,DownloadFile,140
8,88,'.Web',6609,0.028871,20,malicious,DownloadFile,140
9,89,'Client',3032,0.027478,20,malicious,DownloadFile,140
10,138,'<|end_header_id|>',128007,0.019222,20,malicious,DownloadFile,140
11,99,'/p',4420,0.018798,20,malicious,DownloadFile,140
12,92,'File',1738,0.017942,20,malicious,DownloadFile,140
13,84,'-',12,0.017261,20,malicious,DownloadFile,140
14,86,' System',744,0.016564,20,malicious,DownloadFile,140
0,338,"' ""$'",5312,0.039873,20,benign,DownloadFile,383
1,99,'Get',1991,0.037976,20,benign,DownloadFile,383
2,336,' /',611,0.028823,20,benign,DownloadFile,383
3,371,'Management',23030,0.027981,20,benign,DownloadFile,383
4,40,' as',439,0.0262,20,benign,DownloadFile,383
5,330,'()\n\n',2892,0.023306,20,benign,DownloadFile,383
6,375,'`\n',4077,0.020336,20,benign,DownloadFile,383
7,362,"'""\n'",702,0.017568,20,benign,DownloadFile,383
8,275,'()\n',746,0.017196,20,benign,DownloadFile,383
9,82,'\n',198,0.015883,20,benign,DownloadFile,383
10,367,'-P',9483,0.015665,20,benign,DownloadFile,383
11,308,'.Web',6609,0.015376,20,benign,DownloadFile,383
12,166,'.com',916,0.014363,20,benign,DownloadFile,383
13,251,'Request',1939,0.014245,20,benign,DownloadFile,383
14,324,'Filename',21422,0.014169,20,benign,DownloadFile,383
